url,page_type,clicks,impressions,ctr,avg_position,primary_query,secondary_queries,opportunity_class,current_problem,recommended_action,estimated_click_uplift,estimated_business_value,priority,owner
https://www.biyapay.com/en/blogdetail/845-how-to-transfer-vanilla-gift-card-funds-to-a-bank,blogdetail,172,17553,0.98,4.55,transfer vanilla gift card to bank,can you transfer vanilla gift card to bank | how to get money off vanilla gift card,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,355,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3181-sse-composite-index-vs-csi-300-index-which-better,blogdetail,3,11827,0.03,5.0,shanghai composite index vs csi 300,y,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,352,medium,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-USD-PHP-exchange-rate?amount=1500,compare,1,22598,0.0,7.89,1500 dollars to philippine peso,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",338,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2337-what-does-it-really-cost-to-own-a-private-island-i,blogdetail,52,25820,0.2,5.87,how much does a private island cost,how much does an island cost to own | how much does an island cost,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,335,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2090-how-much-can-you-send-with-western-union-transfer,blogdetail,39,24611,0.16,8.52,western union limit per day,western union limit per day international | western union limit,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,330,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2241-how-foreigners-can-set-up-and-use-wechat-pay-in-ch,blogdetail,41,24360,0.17,9.42,wechat,how to get wechat verified,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,324,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogDetail/1834-complete-guide-to-bank-of-china-code-and-branch-co,blogdetail,43,12173,0.35,4.92,bank of china branch code,bank of china bank code | bochk branch code,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,322,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2334-money-order-fees-limits-what-youll-pay-and-how-to,blogdetail,10,22016,0.05,7.45,walgreens money order,does walgreens have money orders | can i get a money order at walgreens,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,320,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/936-how-much-can-you-send-with-zelle-transfer-limits-a,blogdetail,33,39909,0.08,13.22,zelle sending limit,how do i do a wire transfer,B_rank_push_with_content,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,286,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2144-understanding-paypal-goods-and-services-and-how-to,blogdetail,32,21177,0.15,9.99,paypal goods and services,how does paypal goods and services work | what is paypal goods and services,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,286,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2177-stepbystep-guide-to-sending-money-from-zelle-to-pa,blogdetail,37,21443,0.17,6.92,does paypal have zelle,zelle to paypal | can you send money from zelle to paypal,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,285,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3853-openai-chatgpt-payment-declined-a-card-declined-tr,blogdetail,28,20706,0.14,8.17,payment was not approved chatgpt,chatgpt payment was not approved | payment was not approved openai,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,283,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1807-hsbc-stock-account-fees-monthly-charges-and-tradin,blogdetail,12,19291,0.06,7.56,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,277,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1828-hsbc-english-name-and-hong-kong-major-bank-codes-a,blogdetail,12,18065,0.07,8.29,hsbc hong kong bank code,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,259,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/converter/JPY-HKD-converter,converter,12,18017,0.07,9.23,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add rate summary, fee/amount context, FAQ, and currency-grid internal links",258,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1048-how-long-does-it-take-for-american-express-to-tran,blogdetail,50,20472,0.24,6.68,how long does amex savings transfer take,amex savings transfer time,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,257,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2173-how-to-set-up-and-use-revolut-in-the-usa-as-a-new,blogdetail,33,18375,0.18,8.62,revolut,revolut usa | revoult,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,243,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/883-apple-pay-transfer-fees-explained-when-its-free-wh,blogdetail,11,16965,0.06,9.57,apple pay transfer fee,apple pay deposit fee,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,243,medium,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-AED-INR-exchange-rates?amount=3000,compare,1,16146,0.01,8.12,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",241,high,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/1074-is-zelle-a-wire-transfer-or-an-ach-things-you-shou,blogdetail,16,8348,0.19,4.64,is zelle a wire transfer,zelle vs ach | wire transfer,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,234,medium,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-AED-INR-exchange-rate?amount=1500,compare,2,14283,0.01,8.99,1500 dirhams in rupees,1500aed to inr,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",212,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2033-venmo-business-fees-what-you-pay-per-sale-and-how,blogdetail,7,14379,0.05,8.83,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,209,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2176-mastering-the-dollar-sign-key-on-different-keyboar,blogdetail,9,13977,0.06,8.01,how to get dollar sign on mac,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,201,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/781-how-to-transfer-the-balance-of-google-play-to-goog,blogdetail,237,29022,0.82,7.11,google play balance transfer,google play balance | how to transfer google play balance,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,198,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3307-the-ultimate-realtime-data-test-google-vs-yahoo-fi,blogdetail,25,7432,0.34,4.61,google finance vs yahoo finance,is yfinance free | google finance or yahoo finance,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,198,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2008-remitly-fees-and-transfer-costs-made-simple-for-us,blogdetail,20,14041,0.14,8.24,remitly fee,remitly express transfer fee | what are remitly fees,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,191,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2271-xoom-vs-paypal-a-side-by-side-look-at-transfer-fee,blogdetail,22,14065,0.16,8.39,xoom,xoom money transfer | paypal vs xoom,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,189,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/884-how-much-are-the-transfer-fees-for-apple-pay-a-com,blogdetail,7,12992,0.05,7.46,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,188,medium,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-USD-PKR-exchange-rate?amount=1500,compare,1,12604,0.01,6.88,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",188,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2174-is-wise-safe-for-large-transfers-and-everyday-use,blogdetail,10,13010,0.08,9.11,is wise bank safe,what about wise,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,185,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2264-wave-accounting-review-2025-pros-and-cons-for-smal,blogdetail,3,12439,0.02,7.75,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,184,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2107-does-google-pay-charge-fees-full-breakdown,blogdetail,31,14196,0.22,7.21,does google pay charge a fee,google pay transaction fee | does google pay charge a fee for credit card,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,182,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2433-comprehensive-guide-to-hong-kong-stock-trading-fee,blogdetail,3,12085,0.02,7.6,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,178,medium,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-USD-GBP-exchange-rate?amount=1500,compare,0,11778,0.0,8.57,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",177,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2026-is-your-data-safe-with-alipay-how-the-platform-gua,blogdetail,19,12940,0.15,6.73,is alipay safe,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,175,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2284-understanding-chatgpt-pricing-and-subscription-opt,blogdetail,18,12723,0.14,8.6,how much is chatgpt plus uk,chatgpt subscription | chatgpt pro price uk,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,173,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/2010-walmart-money-orders-made-easy-filling-out-fees-an,blogdetail,5,11896,0.04,8.03,walmart money order limit,how much are money orders at walmart,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,173,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/792-post-how-to-add-a-gift-card-to-venmo-a-complet,blogdetail,95,17660,0.54,5.31,can you add a visa gift card to venmo,can you add visa gift card to venmo | mastercard gift card zip code venmo,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,170,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1822-bank-code-vs-branch-code-how-to-tell-them-apart,blogdetail,42,13696,0.31,6.94,branch code,bank code and branch code | what is bank code and branch code,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,163,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/1780-futu-niuniu-us-stock-fee-test-report-and,blogdetail,45,13719,0.33,7.61,富途牛牛 手續費,富途牛牛美股手續費 | 富途美股手續費,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,161,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/992-how-to-transfer-money-using-american-expr,blogdetail,23,12295,0.19,9.4,amex wire transfer,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,161,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2239-hong-kong-entry-requirements-for-philippine-passpo,blogdetail,19,12030,0.16,7.94,is philippine passport visa free in hongkong,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,161,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2194-how-to-dial-german-phone-numbers-from-outside-germ,blogdetail,15,11433,0.13,8.92,how to write a german phone number,germany phone number 11 digits | germany calling code,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,156,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/about,other,26,6061,0.43,3.39,biyapay,biyapay exchange,A_fast_ctr_uplift,Very low CTR relative to impressions,"Review title/meta, intent match, first screen, and internal links",156,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2588-apple-cash-international-usage-guide-transfer-proc,blogdetail,24,11475,0.21,7.0,does apple cash work in italy,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,148,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/3151-2026-latest-us-stock-broker-review-which-is-better,blogdetail,8,10241,0.08,6.38,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,146,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/577-gcash-international-number-registration-guide-deta,blogdetail,82,15149,0.54,6.3,gcash international number,gcash singapore number | gcash customer service international number philippines,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,145,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/1087-how-to-transfer-money-from-cashapp-to-paypal-a-com,blogdetail,9,10125,0.09,8.7,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,143,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/1033-post-how-to-check-the-current-status-of-an-ri,blogdetail,26,11094,0.23,8.19,ria tracking pin number,ria tracking | ria tracking number,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,140,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2595-is-iban-the-same-as-an-account-number-differences,blogdetail,33,11423,0.29,7.7,is iban the same as account number,difference between iban and account number | account number vs iban,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,138,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2568-alipay-international-credit-card-binding-tutorial,blogdetail,16,10057,0.16,6.48,alipay international card fee waived,alipay foreign credit card fee,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,135,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2952-beginners-mustread-complete-breakdown-of-voo-ivv-a,blogdetail,3,9189,0.03,7.73,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,135,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/794-can-cash-app-be-used-in-mexico-remittance-account,blogdetail,22,10319,0.21,6.08,can i use my cash app card in mexico,can you use cash app in mexico | cash app mexico,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,133,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/878-analysis-of-cash-apps-sending-limits-how-to-increa,blogdetail,2,8913,0.02,9.71,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,132,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3851-how-do-you-pay-for-the-openai-api-prepaid-setup-to,blogdetail,4,8584,0.05,6.6,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,125,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/1656-a-comprehensive-guide-to-hsbc-customer-s,blogdetail,27,10018,0.27,7.74,hsbc 客戶 服務 熱線 真人,hsbc 客戶 服務 熱線 時間 | 匯豐銀行電話24小時,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,123,medium,P1,SEO + Content + Product
