url,technical_scope,status_code,indexability,indexability_status,canonical,http_canonical,meta_robots,x_robots_tag,title,title_length,meta_description,meta_description_length,h1,h1_2,inlinks,response_time,orphan_status,title_issue,meta_issue,h1_issue,canonical_issue,technical_priority,fix_recommendation
https://www.biyapay.com/en/blogdetail/1297-how-to-find-chase-routing-numbers-for-wire-transfe,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/1297-how-to-find-chase-routing-numbers-for-wire-transfe,,"index, follow",,How to Find Chase Routing Numbers for Wire Transfers - BiyaPay Blog,67,Find Chase routing numbers for domestic wire transfers (021000021) and international transfers using SWIFT code CHASUS33. Ensure error-free transactions.,153,How to Find Chase Routing Numbers for Wire Transfers,,6,3.643,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/845-how-to-transfer-vanilla-gift-card-funds-to-a-bank,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/845-how-to-transfer-vanilla-gift-card-funds-to-a-bank,,"index, follow",,How to Transfer Vanilla Gift Card Funds to a Bank Account? Safe and Fast Withdrawal Methods - BiyaPay Blog,106,"This article introduces how to transfer Vanilla Gift Card funds to a bank account, including withdrawal methods using PayPal, online payment platforms, and official transfer channels, as well as transfer fees, limits, and precautions.",234,How to Transfer Vanilla Gift Card Funds to a Bank Account? Safe and Fast Withdrawal Methods,,6,0.601,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/3181-sse-composite-index-vs-csi-300-index-which-better,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/3181-sse-composite-index-vs-csi-300-index-which-better,,"index, follow",,SSE Composite Index vs. CSI 300 Index: Which Better Represents the Pulse of the Chinese Stock Market? - BiyaPay Blog,116,"When investing in the Chinese stock market, should you follow the historic Shanghai Composite Index or the CSI 300 that represents core assets? This article deeply compares their components, structure, and investment applications to help you clearly judge: for most investors, the CSI 300 more accurately reflects the market pulse and is a superior investment benchmark.",370,SSE Composite Index vs. CSI 300 Index: Which Better Represents the Pulse of the Chinese Stock Market?,,6,3.484,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/compare/best-USD-PHP-exchange-rate?amount=1500,out_of_www_0518_scope,,,,,,,,,,,,,,,,not_orphan_in_www_0518_export,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/en/blogdetail/2337-what-does-it-really-cost-to-own-a-private-island-i,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2337-what-does-it-really-cost-to-own-a-private-island-i,,"index, follow",,What Does It Really Cost to Own a Private Island in 2025 - BiyaPay Blog,71,"Private island cost in 2025 ranges from $30,000 to $200M, plus annual expenses for maintenance, staffing, insurance, and taxes.",127,What Does It Really Cost to Own a Private Island in 2025,,5,3.944,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/2090-how-much-can-you-send-with-western-union-transfer,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2090-how-much-can-you-send-with-western-union-transfer,,"index, follow",,"How Much Can You Send with Western Union? Transfer Limits per Transfer, per Day, and per Month - BiyaPay Blog",109,"Sending money with Western Union? Limits range from $3,000 for unverified to $50,000 for verified accounts, varying by country and transfer method.",147,"How Much Can You Send with Western Union? Transfer Limits per Transfer, per Day, and per Month",,6,3.569,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/2241-how-foreigners-can-set-up-and-use-wechat-pay-in-ch,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2241-how-foreigners-can-set-up-and-use-wechat-pay-in-ch,,"index, follow",,How Foreigners Can Set Up and Use WeChat Pay in China - BiyaPay Blog,68,Set up WeChat Pay in China as a foreigner using your passport and international credit card. Follow easy steps to pay with WeChat Pay without a local bank.,155,How Foreigners Can Set Up and Use WeChat Pay in China,,6,6.670,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogDetail/1834-complete-guide-to-bank-of-china-code-and-branch-co,out_of_www_0518_scope,,,,,,,,,,,,,,,,orphan,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/en/blogdetail/2334-money-order-fees-limits-what-youll-pay-and-how-to,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2334-money-order-fees-limits-what-youll-pay-and-how-to,,"index, follow",,Money Order Fees & Limits: What You’ll Pay and How to Save - BiyaPay Blog,73,"Walgreens money order fees range from $1–$2 with a $1,000 limit per order. Learn how to manage costs, required ID, and avoid extra charges at Walgreens.",152,Money Order Fees & Limits: What You’ll Pay and How to Save,,5,3.808,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/936-how-much-can-you-send-with-zelle-transfer-limits-a,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/936-how-much-can-you-send-with-zelle-transfer-limits-a,,"index, follow",,How Much Can You Send with Zelle? Transfer Limits at Major U.S. Banks - BiyaPay Blog,84,"The Zelle transfer limit is determined by your bank, typically with a daily limit of $2,500 to $3,500 and a monthly limit up to $20,000. If your bank is not a partner, the Zelle standalone app has a weekly limit of $500. This article details specific limits for major banks like BOA and Chase, along with methods to check your limits.",334,How Much Can You Send with Zelle? Transfer Limits at Major U.S. Banks,,6,0.888,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/2144-understanding-paypal-goods-and-services-and-how-to,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2144-understanding-paypal-goods-and-services-and-how-to,,"index, follow",,Understanding PayPal Goods and Services and How to Get Started - BiyaPay Blog,77,"PayPal Goods and Services offers secure payments, buyer and seller protection, and easy setup for online transactions. Start using it safely today.",147,Understanding PayPal Goods and Services and How to Get Started,,6,4.348,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/2177-stepbystep-guide-to-sending-money-from-zelle-to-pa,out_of_www_0518_scope,,,,,,,,,,,,,,,,orphan,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/en/blogdetail/3853-openai-chatgpt-payment-declined-a-card-declined-tr,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/3853-openai-chatgpt-payment-declined-a-card-declined-tr,,"index, follow",,OpenAI / ChatGPT Payment Declined: A Card Declined Troubleshooting Guide - BiyaPay Blog,87,"Seeing a card declined error on OpenAI or ChatGPT? Check your billing address, 3D Secure verification, available balance, supported region, and bank restrictions first. This guide explains common causes and how to troubleshoot failed payments step by step.",256,OpenAI / ChatGPT Payment Declined: A Card Declined Troubleshooting Guide,,56,3.548,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/1807-hsbc-stock-account-fees-monthly-charges-and-tradin,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/1807-hsbc-stock-account-fees-monthly-charges-and-tradin,,"index, follow",,"HSBC Stock Account Fees, Monthly Charges, and Trading Costs Comparison Guide - BiyaPay Blog",91,"A detailed comparison of HSBC stock account fees, monthly charges, and trading commissions in 2025 to help you choose the most suitable stock investment platform and understand potential costs.",193,"HSBC Stock Account Fees, Monthly Charges, and Trading Costs Comparison Guide",,6,3.864,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/1828-hsbc-english-name-and-hong-kong-major-bank-codes-a,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/1828-hsbc-english-name-and-hong-kong-major-bank-codes-a,,"index, follow",,HSBC English Name and Hong Kong Major Bank Codes at a Glance - BiyaPay Blog,75,"HSBC’s English name, bank code, and SWIFT Code, along with a list of major Hong Kong banks’ Chinese and English names and codes, to help you accurately fill out bank details for safer transfers.",194,HSBC English Name and Hong Kong Major Bank Codes at a Glance,,6,3.798,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/zh/converter/JPY-HKD-converter,www_0518,200,Indexable,,https://www.biyapay.com/zh/converter/JPY-HKD-converter,,"index, follow","index, follow",日元兑港元汇率计算器 - BiyaPay,20,使用BiyaPay日元兑港元汇率计算器，查看实时汇率、对比平台手续费及收款金额，快速计算日元兑换港元结果。,53,实时汇率 将 1000 日元 兑为 港元,,1120,0.432,not_orphan_in_www_0518_export,too_short,too_short,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/1048-how-long-does-it-take-for-american-express-to-tran,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/1048-how-long-does-it-take-for-american-express-to-tran,,"index, follow",,How long does it take for American Express to transfer savings? The remittance process and points for attention - BiyaPay Blog,126,Wondering about American Express savings transfer time? Transfers from an Amex savings account to an external bank via ACH typically take 1-3 business days. Note that all new deposits have a 5-business-day hold period during which funds cannot be transferred out.,263,How long does it take for American Express to transfer savings? The remittance process and points for attention,,6,1.037,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/2173-how-to-set-up-and-use-revolut-in-the-usa-as-a-new,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2173-how-to-set-up-and-use-revolut-in-the-usa-as-a-new,,"index, follow",,How to set up and use Revolut in the USA as a new arrival - BiyaPay Blog,72,"Set up and use Revolut in the USA as a new arrival—no US bank account or SSN needed. Manage money, pay, and transfer funds easily with Revolut.",143,How to set up and use Revolut in the USA as a new arrival,,6,4.056,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/883-apple-pay-transfer-fees-explained-when-its-free-wh,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/883-apple-pay-transfer-fees-explained-when-its-free-wh,,"index, follow",,"Apple Pay Transfer Fees Explained: When It’s Free, When You Pay 3%, and How to Avoid Extra Costs - BiyaPay Blog",111,"This guide provides a detailed analysis of Apple Pay's transfer fees, including fees for credit card payments, debit card payments, and withdrawal fees, helping users save fees and optimize their payment experience.",215,"Apple Pay Transfer Fees Explained: When It’s Free, When You Pay 3%, and How to Avoid Extra Costs",,6,0.204,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/compare/best-AED-INR-exchange-rates?amount=3000,out_of_www_0518_scope,,,,,,,,,,,,,,,,not_orphan_in_www_0518_export,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/blogdetail/1074-is-zelle-a-wire-transfer-or-an-ach-things-you-shou,out_of_www_0518_scope,,,,,,,,,,,,,,,,not_orphan_in_www_0518_export,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/compare/best-AED-INR-exchange-rate?amount=1500,out_of_www_0518_scope,,,,,,,,,,,,,,,,not_orphan_in_www_0518_export,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/en/blogdetail/2033-venmo-business-fees-what-you-pay-per-sale-and-how,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2033-venmo-business-fees-what-you-pay-per-sale-and-how,,"index, follow",,Venmo Business Fees: What You Pay per Sale and How to Save on Costs - BiyaPay Blog,82,"Venmo Business fees are 1.9% plus $0.10 per sale, with extra charges for credit cards and instant transfers. No hidden or monthly fees apply.",141,Venmo Business Fees: What You Pay per Sale and How to Save on Costs,,6,5.222,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/2176-mastering-the-dollar-sign-key-on-different-keyboar,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2176-mastering-the-dollar-sign-key-on-different-keyboar,,"index, follow",,Mastering the Dollar Sign Key on Different Keyboards - BiyaPay Blog,67,"Type dollar sign easily: use Shift + 4 on Windows or Mac, or tap $ on mobile. Find shortcuts for all keyboards and troubleshoot common issues here.",147,Mastering the Dollar Sign Key on Different Keyboards,,6,3.267,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/781-how-to-transfer-the-balance-of-google-play-to-goog,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/781-how-to-transfer-the-balance-of-google-play-to-goog,,"index, follow",,How to Transfer the Balance of Google Play to Google Pay? The Best Way to Do It Securely and Quickly - BiyaPay Blog,115,"Wondering how to transfer your Google Play balance? While the balance cannot be directly transferred to Google Pay or withdrawn, you can still use it as a preferred payment method to purchase apps, games, and subscriptions within the Google ecosystem. This article guides you on how to safely and quickly spend this balance.",324,How to Transfer the Balance of Google Play to Google Pay? The Best Way to Do It Securely and Quickly,,6,0.362,not_orphan_in_www_0518_export,too_long,too_long,ok,ok,P1,"Review title, meta"
https://www.biyapay.com/en/blogdetail/3307-the-ultimate-realtime-data-test-google-vs-yahoo-fi,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/3307-the-ultimate-realtime-data-test-google-vs-yahoo-fi,,"index, follow",,The Ultimate Real-Time Data Test Google vs Yahoo Finance - BiyaPay Blog,71,"Which platform is better for tracking stocks in real time? Our test reveals Yahoo Finance offers superior data speed, charting, and news for active investors.",158,The Ultimate Real-Time Data Test Google vs Yahoo Finance,,6,3.432,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/2008-remitly-fees-and-transfer-costs-made-simple-for-us,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2008-remitly-fees-and-transfer-costs-made-simple-for-us,,"index, follow",,Remitly fees and transfer costs made simple for users - BiyaPay Blog,68,"Remitly fees vary by country, amount, and payment method. See how transfer costs, exchange rate markups, and hidden charges affect your total cost.",147,Remitly fees and transfer costs made simple for users,,6,3.457,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/en/blogdetail/2271-xoom-vs-paypal-a-side-by-side-look-at-transfer-fee,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2271-xoom-vs-paypal-a-side-by-side-look-at-transfer-fee,,"index, follow",,Xoom vs PayPal A Side by Side Look at Transfer Fees - BiyaPay Blog,66,Compare Xoom vs PayPal transfer fees and exchange rates to see which service offers lower costs for your international money transfers.,135,Xoom vs PayPal A Side by Side Look at Transfer Fees,,6,5.360,not_orphan_in_www_0518_export,too_long,ok,ok,ok,P1,Review title
https://www.biyapay.com/blogdetail/884-how-much-are-the-transfer-fees-for-apple-pay-a-com,out_of_www_0518_scope,,,,,,,,,,,,,,,,orphan,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/compare/best-USD-PKR-exchange-rate?amount=1500,out_of_www_0518_scope,,,,,,,,,,,,,,,,not_orphan_in_www_0518_export,missing,missing,missing,not_in_www_0518_crawl,P1,Crawl this host or URL set separately before technical prioritization
https://www.biyapay.com/en/blogdetail/2174-is-wise-safe-for-large-transfers-and-everyday-use,www_0518,200,Indexable,,https://www.biyapay.com/en/blogdetail/2174-is-wise-safe-for-large-transfers-and-everyday-use,,"index, follow",,Is Wise Safe for Large Transfers and Everyday Use - BiyaPay Blog,64,"Is Wise safe? Wise uses strict security, fund segregation, and global regulation, making it safe for large transfers and everyday use. Learn more here.",151,Is Wise Safe for Large Transfers and Everyday Use,,6,3.544,not_orphan_in_www_0518_export,ok,ok,ok,ok,P2,No immediate technical blocker from 0518 export
